ID,Mapping
5913,"Herbicides, anti~Rodenticides and other similar products n.e.c. in heading no. 3808.9; other than containing goods specified in Subheading Note 1 in this Chapter, put up in forms or packings for retail sale or as preparations or articles~Rodenticides and similar products; not containing substances of 3808.50; n.e.c. in heading no. 3808.9, in forms, packings or articles for retail sale"
5982,"Oxidation and gum inhibitors, viscosity improvers, anti"
6114,"Leather; further prepared after tanning or crusting, incl. parchment~Leather; bovine and equine, without hair on,( excluding full grains and grain splits), parchment"
6115,"Leather; further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14~Leather; of sheep or lamb, without wool on, parchment"
6112,"Leather; composition leather, with a basis of leather or leather fibres, in slabs, sheets or strip, whether or not in rolls~Leather; composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls"
6113,"Leather; further prepared after tanning or crusting, incl. parchment~Leather; whole bovine skin, without hair on, of a unit surface area not exceeding 28 square feet (2.6m2), excluding leather of heading no. 4108 and 4109"
6121,"Leather articles; n.e.c. in chapter 42, of leather or composition leather~Leather articles; of a kind used in machinery, mechanical appliances or for other technical uses, of leather or composition leather"
6122,"Saddlery and harness; for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any materials"
6123,"Footwear; of materials n.e.s. in heading no. 6406~Footwear; of materials n.e.c. in heading no. 6406~Footwear; parts, n.e.c. in heading 6406"
6129,"Leather articles; n.e.s. in chapter 42, of leather or composition leather~Leather articles; n.e.c. in chapter 42, of leather or composition leather~Lamps and light fittings; parts thereof, of materials other than glass or plastics"
6130,"Furskins; tanned or dressed, whole skins and pieces or cuttings thereof, assembled, excluding goods of heading no. 4303~Furskins; tanned or dressed, heads, tails, paws and other pieces or cuttings, not assembled, excluding goods of heading no. 4303"
6210,"Rubber; unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip"
6251,"Rubber; new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)"
6252,"Rubber; new pneumatic tyres, of a kind used on buses or lorries"
6253,"Rubber; new pneumatic tyres, of a kind used on aircraft"
6254,"Rubber; new pneumatic tyres, of a kind used on bicycles"
6281,"Rubber; vulcanised (other than hard rubber), hygienic or pharmaceutical articles (excluding sheath contraceptives), with or without fittings of hard rubber"
6282,"Rubber; vulcanised, conveyor or transmission belts or belting, of a width 20cm or less~Rubber; vulcanised, conveyor or transmission belts or belting, n.e.c. in heading no. 4010~Rubber; vulcanised, transmission belts or belting, n.e.s. in heading no. 4010"
6341,"Wood; n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end~Wood; n.e.s. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger"
6342,"Plywood; consisting only of sheets of wood, each ply 6mm or thinner, not containing an outer ply of non~Plywood, veneered panels and similar laminated wood (other than blockboard, laminboard and battenboard, other than of bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)~Plywood; consisting only of wood, each ply not thicker than 6mm, with at least one outer ply of wood n.e.s. in item no. 4412.11 and 4412.12"
6351,"Wood; pallets, box pallets and other load boards; pallet collars~Wood; cases, boxes, crates, drums, similar packings and cable"
6352,"Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves"
6353,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo~Buildings; prefabricated"
6411,Newsprint; made of fibres by a chemi~Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi~Newsprint; in rolls or sheets
6415,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets"
6418,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810"
6421,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres"
6422,"Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery~Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
6423,Paper or paperboard; stationery n.e.c. in heading no. 4820~Paper or paperboard; stationery n.e.s. in heading no. 4820
6516,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale"
6514,Man
6517,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale"
6513,"Cotton yarn; (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale"
6512,"Yarn; of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale"
6531,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
6532,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached~Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.s. in heading no. 5512, other than unbleached or bleached~Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
6534,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515"
6536,"Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale~Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres"
6539,"Fabrics; tufted textile fabrics, excluding products of heading no. 5703"
6544,"Fabrics, woven; of flax, containing less than 85% flax, other than unbleached or bleached~Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
6545,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, other than unbleached~Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
6546,"Glass fibres; woven fabrics (other than of rovings), n.e.s. in item no. 7019.5~Glass fibres; woven fabrics (other than of rovings), n.e.c. in item no. 7019.5~Glass fibres; woven fabrics, including narrow fabrics"
6541,"Silk; woven fabrics n.e.s. in heading no. 5007~Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
6551,"Fabrics; warp knit, (including those made on galloon knitting machines, excluding pile fabrics), of man~Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres~Fabrics; pile fabrics (excluding long pile and loop pile), of man"
6552,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres"
6553,"Fabrics; knitted or crocheted (excluding pile fabrics), wider than 30cm, containing 5% or more by weight of elastomeric yarn or rubber thread~Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted~Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres"
6574,"Textile wall coverings of fabrics impregnated, coated, covered or laminated~Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516~Fabrics; narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread"
6571,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307~Felt; impregnated, coated, covered or laminated (excluding needleloom felt and stitch~Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
6572,"Camping goods; (of textile materials), n.e.c in heading no. 6306~Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered~Iron or non~Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
6573,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)"
6589,"Twine, cordage or rope; knotted netting, of other than man"
6581,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or man"
6593,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand~Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including ""kelem"", ""schumacks"", ""karamanie"" and similar hand"
6597,"Wallpaper and similar wall coverings and window transparencies; of paper, n.e.c. in heading no. 4814~Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814~Plaiting materials; products of non"
6611,Hydraulic lime; excluding calcium oxide and hydroxide of heading no. 2825
6612,Cement; hydraulic kinds n.e.c. in heading no. 2523~Cement; hydraulic kinds n.e.s. in heading no. 2523
6624,Finishing ceramics
6631,"Stones; hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials"
6632,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up~Abrasive powder or grain; natural or artificial, on a base of materials n.e.s. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up"
6635,Minerals; mixtures and articles of heat
6637,"Refractory ceramic goods; composition of which n.e.s. in heading no. 6903, other than those of siliceous fossil meals or similar earths~Refractory ceramic goods; composition of which n.e.c. in heading no. 6903, other than those of siliceous fossil meals or similar earths"
6642,"Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked~Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)"
6643,"Glass; drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer)~Glass; drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non"
6644,"Glass; float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer"
6645,"Glass; cast glass and rolled glass, profiles, not otherwise worked"
6646,"Multicellular or foam glass; in blocks, panels, plates, shells or similar forms; paving blocks, slabs, bricks and other articles of pressed or moulded glass"
6647,"Glass; safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
6648,"Glass mirrors; framed, excluding rear"
6652,"Glassware; n.e.c. in heading no. 7013, other than of lead crystal~Glassware; n.e.s. in heading no. 7013, other than of lead crystal"
6673,Stones; precious (other than diamonds) and semi
6664,"Household and toilet articles; n.e.c. in heading no. 6911, of porcelain or china~Household and toilet articles; n.e.s. in heading no. 6911, of porcelain or china"
6665,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china"
6666,"Ceramic statuettes and other ornamental ceramic articles; other than of porcelain or china~Lamps and light fittings; parts thereof, of materials other than glass or plastics"
6671,"Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport~Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), ungraded and temporarily strung for convenience of transport"
6674,Stones; precious or semi
6712,"Iron; alloy pig iron, spiegeleisen, in pigs, blocks or other primary forms~Iron; spiegeleisen, in pigs, blocks or other primary forms"
6724,Ferrous products; remelting scrap ingots
6732,"Steel, alloy or non"
6733,Iron or non
6747,Iron or non
6781,"Cast iron; tubes, pipes and hollow profiles"
6782,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304~Iron or steel; tubes, pipes and hollow profiles, seamless, n.e.s. in heading no. 7304"
6783,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73~Iron or steel; tubes, pipes and hollow profiles n.e.s. in heading no. 7306"
6784,"Iron or steel (excluding cast iron); tubes and pipes n.e.c. in heading no. 7305, having circular cross"
6785,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel~Iron or steel; tube or pipe fittings, n.e.s. in item no. 7307.9, other than stainless steel"
6793,"Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics~Iron or steel; articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked~Iron or steel; articles n.e.s. in item no. 7326.11, forged or stamped, but not further worked"
6812,"Metals; iridium, osmium, ruthenium, unwrought or in powder form"
6831,"Nickel; unwrought, alloys"
6841,"Aluminium; unwrought, alloys"
6842,"Aluminium; alloys, bars, rods and profiles, other than hollow"
6851,"Lead; unwrought, unrefined, not containing by weight antimony as the principal other element"
6852,Lead; powders and flakes
6861,"Zinc; unwrought, alloys"
6871,"Tin; unwrought, alloys"
6880,"Uranium; depleted in U235, thorium, their compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U235, thorium; compounds of these products"
6911,"Buildings; prefabricated~Iron or steel; structures and parts thereof, n.e.c. in heading 7308~Iron or steel; structures and parts thereof, n.e.s. in heading no. 7308"
6912,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like~Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.s. in heading no. 7610, plates, rods, profiles, tubes and the like~Buildings; prefabricated"
6932,"Iron of steel; barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
6940,"Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal"
6951,"Tools, hand; n.e.s. in heading no. 8201, of a kind used in agriculture, horticulture or forestry~Tools, hand; n.e.c. in heading no. 8201, of a kind used in agriculture, horticulture or forestry~Tools, hand; forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201"
6953,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale"
6992,"Chain; parts n.e.c. in heading no. 7315, of iron or steel~Chain; parts n.e.s. in heading no. 7315, of iron or steel"
7111,Boilers; super
7112,"Boilers; condensers, for steam or other vapour power units"
7126,"Turbines; steam and other vapour turbines, for other than marine propulsion~Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412~Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW"
7129,"Turbines; parts of steam and other vapour turbines~Engines; parts, for engines and motors of heading no. 8412"
7138,Engines; compression
7139,Engines; parts for internal combustion piston engines (excluding spark
7132,Engines; compression
7144,"Engines; reaction engines, other than turbo"
7149,"Engines; parts, for engines and motors of heading no. 8412"
7161,Electric generating sets; n.e.s. in heading no. 8502~Electric generating sets; (excluding those with spark
7169,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
7163,Electric rotary converters
7188,"Engines; parts, for engines and motors of heading no. 8412~Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412"
7187,Nuclear reactors; parts thereof
7223,Tractors; track
7224,Tractors; nes in heading no 8701 (other than tractors of heading no 8709)~Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709)~Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kW
7239,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431~Machinery; parts of machines handling earth, minerals or ores and n.e.s. in heading no. 8431~Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41"
7233,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431~Tamping machines and road rollers; self"
7248,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
7247,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings"
7252,"Machinery; n.e.s. in heading no. 8441, for making up paper pulp, paper or paperboard~Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
7281,Machine
7284,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c."
7367,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486~Machine"
7368,Parts & accessories suited for use solely/principally with machines of headings 8456~Machines and apparatus of heading 8486; parts and accessories~Machine
7369,Machines and apparatus of heading 8486; parts and accessories~Machine
7361,Machine
7362,Machine
7415,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof"
7416,"Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays~Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature~Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
7411,"Generators; parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
7412,"Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like"
7421,"Pumps and liquid elevators; n.e.c. in heading no. 8413~Pumps; reciprocating positive displacement pumps, n.e.s. in heading no. 8413, for liquids"
7422,"Pumps; centrifugal, n.e.s. in heading no. 8413, for liquids~Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids"
7423,"Pumps; rotary positive displacement pumps, n.e.s. in heading no. 8413, for liquids~Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
7429,Liquid elevators; parts thereof
7431,"Compressors; air compressors mounted on a wheeled chassis for towing~Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414~Pumps and compressors; for air, vacuum or gas, n.e.s. in heading no. 8414"
7432,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
7433,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
7434,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan~Fans; n.e.s. in item no. 8414.51"
7435,"Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays~Centrifuges; n.e.s. in heading no. 8421, including centrifugal dryers (but not clothes~Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes"
7436,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines"
7439,Machines and apparatus of heading 8486; parts and accessories~Machinery; parts for filtering or purifying liquids or gases
7449,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)~Machines and apparatus of heading 8486; parts and accessories"
7491,"Bearings; parts, (other than balls, needles and rollers)"
7492,"Taps, cocks, valves and similar appliances; parts thereof"
7493,"Transmission components; parts of those components of heading no. 8483, designed for use solely or principally with a particular machine or appliance~Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts"
7499,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings"
7521,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units~Data processing machines; analogue or hybrid automatic type"
7522,"Data processing machines; digital automatic, containing in the same housing at least a central processing unit and input and output unit, whether or not combined~Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display~Data processing machines; digital, automatic, (not portable, analogue or hybrid), comprising in the same housing at least a central processing unit, an input and output unit, whether or not combined~Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units"
7523,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units~Digital processing units; other than those of subheadings 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units~Digital processing units; other than those of subheadings 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units~Digital processing units; whether or not presented with the rest of a system, which may contain in the same housing one or two of the following: storage units, input units, output units"
7524,Units of automatic data processing machines; storage units
7525,"Data processing machines; storage units~Data processing machinery; storage units, whether or not presented with the rest of a system~Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included~Projectors; other than of a kind solely or principally used in an automatic data processing system of heading 84.71"
7528,"Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of  voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6~Data processing machines; n.e.s. in heading no. 8471~Data processing machinery; n.e.s in heading no. 8471~Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6"
7591,Machines; parts and accessories equally suitable for use with machines of two or more of heading no. 8469 to 8472
7599,"Reception and transmission apparatus; for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors~Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472~Machines; parts and accessories of automatic data processing, magnetic or optical readers, digital processing units"
7611,"Reception apparatus for television, whether or not incorporating radio~Television receivers; colour, whether or not combined, in the same housing, with radio broadcast receivers or sound or video recording or reproducing apparatus~Video projectors"
7612,"Television receivers; black and white or other monochrome, whether or not combined, in the same housing, with radio broadcast receivers or sound or video recording or reproducing apparatus~Reception apparatus for television, whether or not incorporating radio~Video monitors; black and white and other monochrome"
7621,Radio
7622,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1~Radio
7628,Radio
7641,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers~Headphones, earphones and combined microphone/speaker sets"
7642,Amplifier sets; electric sound
7643,Spacecraft; (including satellites) and suborbital and spacecraft launch vehicles~Transmission apparatus; for radio~Transmission apparatus for radio
7721,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
7722,Circuits; printed
7723,Resistors; parts of the resistors of heading no. 8533
7731,Insulated electric conductors; for a voltage exceeding 1000 volts
7741,"Medical, surgical instruments and appliances; ultra~Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018"
7742,Apparatus based on use of x
7753,Dish washing machines; of the household type
7754,Hair clippers; with a self~Shavers and hair clippers; parts of those with self
7757,Hair
7761,Tubes; cathode
7762,Valves and tubes; n.e.c. in heading no. 8540~Valves and tubes; n.e.s. in heading no. 8540
7763,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels~Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels"
7764,"Electronic microassemblies~Electrical parts of machinery or apparatus; n.e.c. in chapter 85~Electronic circuits and microassemblies; integrated, other than monolithic and hybrid integrated circuits"
7784,"Tools; for working in the hand, with self~Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools~Electro"
7810,"Vehicles; for transport of persons (other than those of heading no. 8702) n.e.s. in heading no. 8703, including station wagons and racing cars~Vehicles; for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703~Vehicles; for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703, including station wagons and racing cars"
7821,"Vehicles; for transport of goods, n.e.s. in heading no. 8704~Vehicles; for transport of goods, n.e.c. in heading no. 8704"
7822,Vehicles; break
7832,"Tractors; road, for semi"
7831,"Vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used~Vehicles; public transport type (carries 10 or more passengers), other than compression"
7841,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705"
7842,"Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8701, 8702, 8704 or 8705"
7849,"Vehicles; parts and accessories, n.e.s. in heading no. 8708~Vehicle parts and accessories; n.e.c. in heading no. 8708"
7851,"Motorcycles (including mopeds) and cycles; n.e.c. in heading no. 8711, fitted with auxiliary motor, with or without side~Motorcycles (including mopeds) and cycles; n.e.s. in heading no. 8711, fitted with auxiliary motor, with or without side"
7852,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced~Bicycles and other cycles; including delivery tricycles, not motorised"
7911,Rail locomotives; powered by electric accumulators
7912,Rail locomotives and locomotive tenders; other than diesel
7913,"Railway or tramway coaches, vans and trucks; self~Railway or tramway maintenance or service vehicles; whether or not self"
7914,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self"
7921,Helicopters; of an unladen weight exceeding 2000kg
7922,Aeroplanes and other aircraft; of an unladen weight not exceeding 2000kg
7923,"Aeroplanes and other aircraft; of an unladen weight exceeding 2000kg but not exceeding 15,000kg"
7924,"Aeroplanes and other aircraft; of an unladen weight exceeding 15,000kg~Spacecraft (including satellites) and spacecraft launch vehicles~Spacecraft; (including satellites) and suborbital and spacecraft launch vehicles"
7929,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto~Aircraft and spacecraft; parts thereof n.e.s. in chapter 88
7931,"Vessels; other, including warships and lifeboats, other than rowing boats~Vessels; other, including lifeboats other than rowing boats, other than warships"
7933,Vessels and other floating structures; for breaking up
8121,"Boilers; parts of central heating boilers (excluding those of heading no. 8402)~Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units"
8122,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of other than porcelain or china"
8424,"Jackets and blazers; men's or boys', of textile materials n.e.c. in item no. 6203.3 (not knitted or crocheted)"
8429,"Track suits and other garments n.e.c.; men's or boys', of textile materials n.e.c. in item no. 6211.3 (not knitted or crocheted)"
8422,"Suits; men's or boys', of textile materials n.e.c. in item no. 6203.1 (not knitted or crocheted)"
8431,"Jackets and blazers; women's or girls', of textile materials n.e.c. in item no. 6204.3 (not knitted or crocheted)"
8432,"Suits; women's or girls', of textile materials n.e.c. in item no. 6204.1 (not knitted or crocheted)"
8439,"Track suits and other garments n.e.c.; women's or girls', of textile materials n.e.c. in item no. 6211.4 (not knitted or crocheted)"
8433,"Dresses; women's or girls', of textile materials n.e.c. in item no. 6204.4 (not knitted or crocheted)"
8434,"Skirts and divided skirts; women's or girls', of textile materials n.e.c. in item no. 6204.5 (not knitted or crocheted)"
8441,"Shirts; men's or boys', of textile materials n.e.c. in heading no. 6205 (not knitted or crocheted)"
8443,"Nightdresses and pyjamas; women's or girls', of textile materials other than cotton or man"
8452,"Dresses; women's or girls', of textile materials (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted"
8459,"Clothing; parts, knitted or crocheted"
8451,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of textile materials (other than wool or fine animal hair, cotton or man~Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of fine animal hair other than that of kashmir (cashmere) goats"
8472,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber"
8481,"Watch straps, watch bands, watch bracelets, and parts thereof; n.e.c. in heading no. 9113~Clothing accessories; of leather or of composition leather, n.e.c. in heading no. 4203~Watch straps, watch bands, watch bracelets, and parts thereof; n.e.s. in heading no. 9113"
8510,"Footwear; with uppers of textile materials, n.e.c. in chapter 64"
8710,"Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio"
8731,"Meters; electricity supply or production meters, including calibrating meters thereof"
8732,Meters; speed indicators and tachometers; stroboscopes
8743,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic"
8744,Microtomes and parts and accessories thereof
8749,"Machines and appliances; instruments or apparatus of chapter 90; parts and accessories n.e.s. in chapter 90~Machines and appliances; instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90~Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90"
8822,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)"
